index,image,transcription,length
783,g06-018d-06-01,0,1.0
784,a06-134-02-13,a,1.0
785,g06-018d-05-04,0,1.0
786,g06-018d-03-09,0,1.0
787,g06-018d-03-05,0,1.0
788,g06-018c-02-02,0,1.0
789,g06-018d-03-02,0,1.0
790,g06-018d-00-06,0,1.0
791,g06-018c-06-06,I,1.0
792,g06-018c-05-11,0,1.0
793,g06-018c-05-02,0,1.0
794,a06-134-05-09,0,1.0
795,g06-018c-03-03,0,1.0
796,g06-018c-02-13,0,1.0
797,a06-134-03-10,0,1.0
798,g06-018i-02-01,0,1.0
799,g06-011j-07-07,a,1.0
800,g06-011j-06-08,a,1.0
801,g06-011b-04-09,a,1.0
802,g06-011b-04-06,0,1.0
803,g06-011b-04-02,0,1.0
804,g06-011b-03-10,0,1.0
805,b01-023-05-09,0,1.0
806,g06-011a-09-03,0,1.0
807,g06-011a-08-05,a,1.0
808,g06-011b-06-07,a,1.0
809,g06-011a-07-03,a,1.0
810,g06-011a-06-04,a,1.0
811,g06-011a-06-01,0,1.0
812,g06-011a-05-11,0,1.0
813,g06-011a-05-09,a,1.0
814,b01-027-04-01,0,1.0
815,g06-011a-04-01,a,1.0
816,g06-011a-03-13,0,1.0
817,g06-011a-06-10,0,1.0
818,g06-011a-03-09,0,1.0
819,g06-011b-06-09,0,1.0
820,g06-011b-07-04,a,1.0
821,g06-011c-05-07,0,1.0
822,g06-011c-05-05,a,1.0
823,b01-023-00-05,0,1.0
824,b01-023-00-06,a,1.0
825,g06-011c-03-14,a,1.0
826,g06-011c-03-11,0,1.0
827,g06-011c-03-07,0,1.0
828,g06-011b-07-01,0,1.0
829,b01-023-01-02,a,1.0
830,b01-023-01-08,a,1.0
831,b01-023-02-07,A,1.0
832,g06-011b-10-06,0,1.0
833,g06-011b-10-00,a,1.0
834,g06-011b-08-04,a,1.0
835,g06-011b-07-10,0,1.0
836,b01-023-04-00,a,1.0
837,g06-011c-03-04,0,1.0
838,g06-011c-05-10,0,1.0
839,g06-011a-03-06,0,1.0
840,g05-098-06-05,0,1.0
841,g04-104-05-00,I,1.0
842,g04-104-04-05,0,1.0
843,b01-038-00-01,0,1.0
844,g04-104-03-05,I,1.0
845,g04-104-03-01,0,1.0
846,g04-104-02-05,I,1.0
847,g04-104-02-02,0,1.0
848,g04-104-05-09,0,1.0
849,b01-038-00-11,a,1.0
850,g04-101-05-01,0,1.0
851,b01-038-03-01,0,1.0
852,g04-101-03-09,0,1.0
853,g04-101-03-05,0,1.0
854,g04-101-02-03,0,1.0
855,g04-098-05-05,0,1.0
856,g04-098-04-03,0,1.0
857,g04-104-00-05,0,1.0
858,b01-027-05-06,a,1.0
859,g04-104-06-01,0,1.0
860,b01-033-04-01,a,1.0
861,g05-098-06-01,0,1.0
862,g05-098-05-04,0,1.0
863,g05-098-04-12,0,1.0
864,g05-098-04-07,0,1.0
865,g05-098-04-03,0,1.0
866,g05-098-03-04,0,1.0
867,g05-098-03-01,0,1.0
868,g04-104-06-05,a,1.0
869,g05-094-09-01,a,1.0
870,g05-094-08-00,a,1.0
871,g05-094-07-04,0,1.0
872,g05-094-02-06,0,1.0
873,g05-094-01-02,a,1.0
874,g05-087-05-06,0,1.0
875,g05-087-04-08,a,1.0
876,g04-108-00-00,I,1.0
877,g05-094-08-05,0,1.0
878,g06-011j-07-02,0,1.0
879,g06-011c-06-00,a,1.0
880,g06-011c-06-11,a,1.0
881,g06-011h-06-07,0,1.0
882,g06-011h-06-01,a,1.0
883,b01-009-03-05,a,1.0
884,g06-011h-03-12,a,1.0
885,g06-011h-03-09,0,1.0
886,b01-009-04-02,0,1.0
887,g06-011h-03-05,0,1.0
888,g06-011h-08-03,a,1.0
889,g06-011h-03-02,0,1.0
890,g06-011g-07-05,0,1.0
891,g06-011g-06-12,a,1.0
892,g06-011g-06-00,a,1.0
893,g06-011g-05-08,0,1.0
894,g06-011g-05-02,a,1.0
895,g06-011g-04-15,0,1.0
896,g06-011g-04-12,0,1.0
897,b01-009-05-02,a,1.0
898,g06-011g-04-10,a,1.0
899,g06-011h-08-09,0,1.0
900,g06-011i-02-11,0,1.0
901,b01-004-03-08,a,1.0
902,g06-011j-06-05,0,1.0
903,g06-011j-06-02,0,1.0
904,g06-011j-06-00,a,1.0
905,g06-011j-04-02,a,1.0
906,g06-011j-03-14,0,1.0
907,b01-004-04-06,0,1.0
908,b01-009-00-05,a,1.0
909,g06-011j-03-10,0,1.0
910,g06-011i-06-02,a,1.0
911,g06-011i-05-11,0,1.0
912,g06-011i-05-05,a,1.0
913,g06-011i-05-02,0,1.0
914,g06-011i-03-08,a,1.0
915,g06-011i-03-05,0,1.0
916,g06-011i-03-01,0,1.0
917,g06-011j-03-07,0,1.0
918,g06-011c-06-06,0,1.0
919,g06-011g-03-04,a,1.0
920,g06-011g-02-13,0,1.0
921,g06-011e-06-03,a,1.0
922,g06-011e-05-11,0,1.0
923,g06-011e-05-05,a,1.0
924,g06-011e-05-02,0,1.0
925,g06-011e-04-15,0,1.0
926,g06-011e-04-13,a,1.0
927,b01-018-04-01,0,1.0
928,g06-011e-07-03,a,1.0
929,g06-011e-03-08,a,1.0
930,g06-011e-03-01,0,1.0
931,b01-018-05-00,a,1.0
932,g06-011e-02-11,0,1.0
933,b01-018-05-06,a,1.0
934,b01-018-06-06,a,1.0
935,g06-011c-08-08,0,1.0
936,g06-011c-08-02,a,1.0
937,g06-011e-03-05,0,1.0
938,g06-011g-03-01,0,1.0
939,g06-011e-07-09,0,1.0
940,b01-018-00-03,a,1.0
941,g06-011g-02-10,0,1.0
942,g06-011f-06-10,0,1.0
943,g06-011f-06-04,a,1.0
944,b01-014-03-04,0,1.0
945,g06-011f-05-06,a,1.0
946,g06-011f-05-01,0,1.0
947,b01-014-03-09,0,1.0
948,b01-018-00-07,A,1.0
949,g06-011f-04-12,a,1.0
950,b01-014-04-03,0,1.0
951,g06-011f-04-06,0,1.0
952,g06-011f-04-04,a,1.0
953,g06-011f-03-00,a,1.0
954,g06-011f-02-16,0,1.0
955,g06-011f-02-12,0,1.0
956,g06-011f-02-09,0,1.0
957,g06-011f-04-09,0,1.0
958,g06-018i-02-09,0,1.0
959,g06-018i-02-12,0,1.0
960,g06-018i-03-02,0,1.0
961,g06-031e-01-03,I,1.0
962,g06-031e-00-11,I,1.0
963,g06-031e-00-02,a,1.0
964,g06-031d-06-09,0,1.0
965,g06-031d-06-05,a,1.0
966,g06-031d-06-02,0,1.0
967,g06-031d-05-07,0,1.0
968,g06-031e-01-06,0,1.0
969,g06-031d-05-05,a,1.0
970,g06-031d-02-09,0,1.0
971,g06-031d-02-05,I,1.0
972,g06-031d-01-08,I,1.0
973,g06-031d-01-06,0,1.0
974,g06-031d-01-03,I,1.0
975,g06-031d-00-11,I,1.0
976,g06-031d-00-02,a,1.0
977,g06-031d-03-00,I,1.0
978,g06-031c-06-10,0,1.0
979,g06-031e-01-08,I,1.0
980,g06-031e-02-08,0,1.0
981,g06-031f-02-04,I,1.0
982,g06-031f-02-02,0,1.0
983,g06-031f-01-13,I,1.0
984,g06-031f-01-06,I,1.0
985,g06-031f-01-04,0,1.0
986,g06-031f-01-01,I,1.0
987,a06-051-07-05,0,1.0
988,g06-031e-02-04,I,1.0
989,g06-031f-00-11,I,1.0
990,g06-031e-05-12,a,1.0
991,g06-031e-05-09,0,1.0
992,g06-031e-05-04,0,1.0
993,g06-031e-05-02,a,1.0
994,g06-031e-04-06,0,1.0
995,a06-057-00-10,I,1.0
996,g06-031e-02-10,I,1.0
997,g06-031f-00-02,a,1.0
998,g06-031f-03-10,0,1.0
999,g06-031c-06-06,a,1.0
1000,g06-031c-05-07,0,1.0
1001,g06-031b-03-08,I,1.0
1002,g06-031b-03-06,0,1.0
1003,g06-031b-03-02,I,1.0
1004,g06-031b-02-03,I,1.0
1005,g06-031b-02-01,0,1.0
1006,g06-031b-01-04,I,1.0
1007,g06-031b-00-11,I,1.0
1008,g06-031b-06-03,0,1.0
1009,g06-031b-00-02,a,1.0
1010,g06-031a-06-03,0,1.0
1011,g06-031a-06-01,a,1.0
1012,a06-064-08-01,0,1.0
1013,g06-031a-03-03,I,1.0
1014,g06-031a-03-01,0,1.0
1015,g06-031a-02-07,I,1.0
1016,g06-031a-02-00,I,1.0
1017,g06-031a-06-08,0,1.0
1018,g06-031c-06-03,0,1.0
1019,g06-031b-07-03,a,1.0
1020,g06-031b-08-04,0,1.0
1021,g06-031c-05-05,a,1.0
1022,g06-031c-04-09,0,1.0
1023,a06-057-05-02,a,1.0
1024,a06-057-05-05,0,1.0
1025,g06-031c-02-11,I,1.0
1026,g06-031c-02-09,0,1.0
1027,a06-064-01-01,0,1.0
1028,g06-031b-07-05,0,1.0
1029,g06-031c-02-05,I,1.0
1030,g06-031c-01-07,0,1.0
1031,g06-031c-01-04,I,1.0
1032,g06-031c-00-12,I,1.0
1033,a06-064-02-02,0,1.0
1034,g06-031c-00-03,a,1.0
1035,g06-031b-09-02,0,1.0
1036,g06-031b-08-07,a,1.0
1037,g06-031c-01-09,I,1.0
1038,g06-031a-01-07,0,1.0
1039,g06-031f-04-03,a,1.0
1040,g06-031f-04-10,0,1.0
1041,g06-031k-02-05,I,1.0
1042,a06-039-04-03,0,1.0
1043,g06-031k-01-08,I,1.0
1044,g06-031k-01-06,0,1.0
1045,g06-031k-01-03,I,1.0
1046,g06-031k-00-11,I,1.0
1047,g06-031k-00-02,a,1.0
1048,g06-031k-02-09,0,1.0
1049,g06-031j-06-07,0,1.0
1050,g06-031j-05-07,0,1.0
1051,g06-031j-03-04,I,1.0
1052,g06-031j-03-02,0,1.0
1053,g06-031j-02-08,I,1.0
1054,g06-031j-02-01,I,1.0
1055,g06-031j-01-06,0,1.0
1056,g06-031j-01-03,I,1.0
1057,g06-031j-06-05,a,1.0
1058,g06-031i-05-12,a,1.0
1059,g06-031k-03-00,I,1.0
1060,g06-031k-06-00,a,1.0
1061,g06-031l-04-06,0,1.0
1062,a06-036-07-01,a,1.0
1063,g06-031l-02-10,I,1.0
1064,g06-031l-02-08,0,1.0
1065,g06-031l-02-04,I,1.0
1066,g06-031l-01-08,I,1.0
1067,g06-031l-01-06,0,1.0
1068,g06-031k-05-01,0,1.0
1069,g06-031l-01-03,I,1.0
1070,g06-031l-00-02,a,1.0
1071,g06-031k-07-03,0,1.0
1072,a06-039-01-06,a,1.0
1073,g06-031k-06-10,a,1.0
1074,g06-031k-06-07,0,1.0
1075,g06-031k-06-02,0,1.0
1076,a06-039-02-03,0,1.0
1077,g06-031l-00-11,I,1.0
1078,g06-031f-04-05,0,1.0
1079,g06-031i-05-09,0,1.0
1080,g06-031i-05-02,a,1.0
1081,g06-031g-05-08,0,1.0
1082,g06-031g-05-03,0,1.0
1083,g06-031g-05-01,a,1.0
1084,g06-031g-04-05,0,1.0
1085,g06-031g-02-11,I,1.0
1086,g06-031g-02-09,0,1.0
1087,g06-031g-02-05,I,1.0
1088,g06-031g-05-11,a,1.0
1089,a06-051-03-02,A,1.0
1090,g06-031g-01-06,0,1.0
1091,a06-051-03-06,0,1.0
1092,g06-031g-01-03,I,1.0
1093,g06-031g-00-11,I,1.0
1094,g06-031g-00-02,a,1.0
1095,g06-031f-05-04,0,1.0
1096,g06-031f-05-00,a,1.0
1097,g06-031g-01-08,I,1.0
1098,g06-031i-05-04,0,1.0
1099,g06-031g-06-02,0,1.0
1100,g06-031h-00-11,I,1.0
1101,a06-044-02-05,0,1.0
1102,g06-031i-04-06,0,1.0
1103,g06-031i-02-10,I,1.0
1104,g06-031i-02-08,0,1.0
1105,g06-031i-02-04,I,1.0
1106,g06-031i-01-08,I,1.0
1107,g06-031i-01-06,0,1.0
1108,g06-031h-00-02,a,1.0
1109,g06-031i-01-03,I,1.0
1110,g06-031h-06-09,a,1.0
1111,g06-031h-06-06,0,1.0
1112,g06-031h-06-01,0,1.0
1113,g06-031h-05-07,a,1.0
1114,g06-031h-05-01,0,1.0
1115,g06-031h-02-09,0,1.0
1116,g06-031h-02-05,I,1.0
1117,g06-031h-07-02,0,1.0
1118,g06-031a-01-04,I,1.0
1119,g06-031a-00-11,I,1.0
1120,g06-031a-00-02,a,1.0
1121,a06-114-02-02,a,1.0
1122,g06-018o-02-09,0,1.0
1123,g06-018o-01-05,0,1.0
1124,a06-114-03-02,a,1.0
1125,g06-018o-00-06,0,1.0
1126,g06-018n-10-04,I,1.0
1127,g06-018n-09-04,0,1.0
1128,g06-018o-03-07,0,1.0
1129,g06-018n-08-02,0,1.0
1130,g06-018n-05-01,0,1.0
1131,g06-018n-04-06,0,1.0
1132,g06-018n-03-05,0,1.0
1133,g06-018n-01-06,0,1.0
1134,g06-018n-00-06,0,1.0
1135,g06-018m-07-07,a,1.0
1136,g06-018m-07-01,I,1.0
1137,g06-018n-05-05,0,1.0
1138,g06-018m-06-03,0,1.0
1139,g06-018o-03-10,0,1.0
1140,a06-114-00-06,0,1.0
1141,g06-018p-06-04,I,1.0
1142,g06-018p-05-08,0,1.0
1143,g06-018p-04-10,0,1.0
1144,a06-110-03-03,0,1.0
1145,a06-110-04-03,I,1.0
1146,g06-018p-03-03,0,1.0
1147,g06-018p-02-13,0,1.0
1148,g06-018o-04-03,0,1.0
1149,g06-018p-02-10,0,1.0
1150,g06-018p-02-02,0,1.0
1151,g06-018p-01-01,0,1.0
1152,g06-018p-00-06,0,1.0
1153,g06-018o-09-02,a,1.0
1154,g06-018o-08-04,I,1.0
1155,g06-018o-07-04,0,1.0
1156,g06-018o-06-04,0,1.0
1157,a06-110-05-02,I,1.0
1158,g06-018p-06-10,a,1.0
1159,g06-018m-05-04,0,1.0
1160,a06-114-08-05,a,1.0
1161,g06-018k-01-03,0,1.0
1162,g06-018k-00-06,0,1.0
1163,g06-018j-08-02,a,1.0
1164,g06-018j-07-04,I,1.0
1165,g06-018j-06-06,0,1.0
1166,g06-018j-05-06,0,1.0
1167,g06-018j-03-10,0,1.0
1168,g06-018k-03-02,0,1.0
1169,g06-018j-03-06,0,1.0
1170,g06-018j-02-06,0,1.0
1171,a06-124-01-03,a,1.0
1172,g06-018j-01-03,0,1.0
1173,g06-018j-00-06,0,1.0
1174,g06-018i-06-07,a,1.0
1175,g06-018i-06-01,I,1.0
1176,g06-018i-05-05,0,1.0
1177,g06-018j-03-03,0,1.0
1178,g06-018m-03-09,0,1.0
1179,g06-018k-03-05,0,1.0
1180,g06-018k-05-05,0,1.0
1181,g06-018m-03-05,0,1.0
1182,g06-018m-03-02,0,1.0
1183,g06-018m-02-05,0,1.0
1184,g06-018m-01-03,0,1.0
1185,g06-018m-00-06,0,1.0
1186,g06-018l-06-02,a,1.0
1187,g06-018l-04-06,0,1.0
1188,g06-018k-03-09,0,1.0
1189,g06-018l-03-01,0,1.0
1190,g06-018l-02-09,0,1.0
1191,a06-119-04-01,a,1.0
1192,g06-018l-02-01,0,1.0
1193,g06-018l-01-01,0,1.0
1194,g06-018k-07-07,a,1.0
1195,g06-018k-07-01,I,1.0
1196,g06-018k-06-04,0,1.0
1197,g06-018l-02-12,0,1.0
1198,g06-018r-00-06,0,1.0
1199,g06-018r-01-02,0,1.0
1200,g06-018r-04-08,0,1.0
1201,g06-026m-01-00,I,1.0
1202,g06-026m-00-00,A,1.0
1203,g06-026l-04-01,0,1.0
1204,a06-075-05-07,0,1.0
1205,a06-075-06-03,0,1.0
1206,a06-075-07-07,a,1.0
1207,g06-026l-00-10,I,1.0
1208,a06-075-04-03,a,1.0
1209,g06-026l-00-00,A,1.0
1210,g06-026k-04-07,0,1.0
1211,a06-090-01-02,0,1.0
1212,g06-026k-00-10,I,1.0
1213,g06-026k-00-00,A,1.0
1214,g06-026j-05-02,0,1.0
1215,g06-026j-01-00,I,1.0
1216,a06-090-03-07,0,1.0
1217,a06-090-00-03,0,1.0
1218,g06-026j-00-00,A,1.0
1219,a06-075-03-03,a,1.0
1220,g06-026n-01-00,I,1.0
1221,a06-070-00-06,0,1.0
1222,g06-026r-03-13,0,1.0
1223,g06-026r-00-10,I,1.0
1224,g06-026r-00-00,A,1.0
1225,g06-026p-04-03,0,1.0
1226,a06-070-03-05,a,1.0
1227,g06-026p-00-10,I,1.0
1228,g06-026m-04-10,0,1.0
1229,a06-070-04-08,0,1.0
1230,g06-026o-05-07,0,1.0
1231,a06-070-06-10,a,1.0
1232,g06-026o-01-01,I,1.0
1233,a06-070-07-02,0,1.0
1234,g06-026o-00-00,A,1.0
1235,g06-026n-05-08,0,1.0
1236,a06-075-00-06,0,1.0
1237,g06-026p-00-00,A,1.0
1238,g06-026i-04-03,0,1.0
1239,a06-090-05-08,0,1.0
1240,g06-026i-00-10,I,1.0
1241,a06-100-02-07,a,1.0
1242,g06-026c-00-10,I,1.0
1243,a06-100-02-10,0,1.0
1244,g06-026c-00-00,A,1.0
1245,g06-026b-06-02,0,1.0
1246,g06-026b-00-00,A,1.0
1247,a06-100-04-07,0,1.0
1248,g06-026c-04-03,0,1.0
1249,a06-100-04-10,0,1.0
1250,a06-100-05-10,0,1.0
1251,a06-100-05-12,0,1.0
1252,g06-026a-00-00,A,1.0
1253,g06-018r-06-06,a,1.0
1254,a06-100-06-02,0,1.0
1255,g06-018r-06-00,I,1.0
1256,g06-018r-05-05,0,1.0
1257,g06-026a-00-10,I,1.0
1258,a06-100-00-04,0,1.0
1259,g06-026d-00-00,A,1.0
1260,g06-026d-00-11,I,1.0
1261,a06-090-06-02,a,1.0
1262,g06-026i-00-00,A,1.0
1263,g06-026h-04-03,0,1.0
1264,a06-090-07-01,0,1.0
1265,a06-090-07-04,a,1.0
1266,g06-026h-00-10,I,1.0
1267,g06-026h-00-00,A,1.0
1268,g06-026g-03-09,0,1.0
1269,g06-026g-00-10,I,1.0
1270,g06-026g-00-00,A,1.0
1271,g06-026f-03-07,0,1.0
1272,g06-026e-03-11,0,1.0
1273,g06-026e-00-10,I,1.0
1274,g06-026e-00-00,A,1.0
1275,g06-026d-04-02,0,1.0
1276,a06-095-08-06,0,1.0
1277,a06-095-09-05,0,1.0
1278,g06-050f-04-01,0,1.0
1279,g06-050f-04-05,0,1.0
1280,g06-050f-04-09,0,1.0
1281,a05-039-10-06,0,1.0
1282,k02-018-01-01,0,1.0
1283,k02-018-00-03,0,1.0
1284,k01-051-07-03,0,1.0
1285,k01-051-05-03,0,1.0
1286,k01-051-04-07,0,1.0
1287,k01-051-04-01,0,1.0
1288,k01-051-02-02,0,1.0
1289,k02-018-02-02,0,1.0
1290,k01-051-01-08,0,1.0
1291,j07-015-02-02,a,1.0
1292,j07-015-01-04,3,1.0
1293,a03-054-01-00,a,1.0
1294,a03-054-01-05,0,1.0
1295,j07-012-06-06,a,1.0
1296,j07-012-05-05,0,1.0
1297,a03-054-01-09,a,1.0
1298,k01-051-00-07,0,1.0
1299,j07-012-05-02,0,1.0
1300,k02-018-02-09,0,1.0
1301,k02-018-03-01,0,1.0
1302,k02-023-04-02,I,1.0
1303,a03-047-09-01,0,1.0
1304,k02-023-03-07,I,1.0
1305,k02-023-03-06,0,1.0
1306,k02-023-02-10,I,1.0
1307,k02-023-02-04,0,1.0
1308,k02-023-02-01,0,1.0
1309,k02-018-02-10,I,1.0
1310,k02-023-01-10,A,1.0
1311,k02-023-00-11,0,1.0
1312,k02-023-00-07,a,1.0
1313,k02-023-00-02,0,1.0
1314,k02-018-06-04,0,1.0
1315,k02-018-06-02,0,1.0
1316,k02-018-04-04,a,1.0
1317,a03-050-03-04,a,1.0
1318,k02-023-01-04,I,1.0
1319,a03-047-08-03,0,1.0
1320,j07-012-01-04,a,1.0
1321,j07-009-05-05,0,1.0
1322,j06-030-00-04,a,1.0
1323,j06-026-08-02,0,1.0
1324,j06-026-06-03,0,1.0
1325,j06-026-01-01,0,1.0
1326,a03-063-01-02,0,1.0
1327,j06-022-04-05,0,1.0
1328,j06-022-04-02,0,1.0
1329,j06-030-03-05,A,1.0
1330,a03-063-01-07,0,1.0
1331,j06-018-07-03,0,1.0
1332,j06-018-04-05,0,1.0
1333,a03-063-02-09,a,1.0
1334,j06-014-08-08,a,1.0
1335,a03-063-03-04,0,1.0
1336,j06-014-08-04,0,1.0
1337,j06-014-08-01,0,1.0
1338,j06-018-07-05,a,1.0
1339,j07-009-07-03,6,1.0
1340,j06-034-00-00,2,1.0
1341,j06-051-01-02,a,1.0
1342,j07-009-04-04,0,1.0
1343,a03-054-04-05,a,1.0
1344,j07-005-03-09,0,1.0
1345,j07-000-05-05,0,1.0
1346,j07-000-03-09,0,1.0
1347,a03-054-07-04,0,1.0
1348,j06-056-10-01,a,1.0
1349,j06-034-05-05,0,1.0
1350,j06-056-07-05,a,1.0
1351,a03-054-09-03,a,1.0
1352,j06-056-06-05,0,1.0
1353,j06-056-04-01,0,1.0
1354,j06-056-03-05,0,1.0
1355,j06-051-05-08,0,1.0
1356,j06-051-05-05,3,1.0
1357,j06-051-01-05,0,1.0
1358,j06-056-07-04,0,1.0
1359,j06-014-07-02,0,1.0
1360,k02-023-04-08,0,1.0
1361,k02-029-00-01,0,1.0
1362,k02-076-01-07,0,1.0
1363,k02-076-01-02,I,1.0
1364,k02-067-07-02,I,1.0
1365,k02-067-07-01,0,1.0
1366,a03-043-03-05,0,1.0
1367,k02-067-05-01,0,1.0
1368,k02-067-04-02,a,1.0
1369,k02-076-03-01,I,1.0
1370,k02-067-02-04,I,1.0
1371,k02-067-01-11,I,1.0
1372,k02-067-01-05,a,1.0
1373,k02-067-00-06,0,1.0
1374,k02-062-08-04,a,1.0
1375,a03-043-06-03,a,1.0
1376,k02-062-07-08,0,1.0
1377,k02-062-07-06,0,1.0
1378,k02-067-02-02,0,1.0
1379,k02-062-06-05,a,1.0
1380,k02-076-04-04,I,1.0
1381,k02-076-07-02,0,1.0
1382,k02-097-01-07,I,1.0
1383,a03-040-04-06,a,1.0
1384,k02-097-01-06,0,1.0
1385,k02-097-00-02,a,1.0
1386,k02-097-00-00,I,1.0
1387,a03-040-05-03,0,1.0
1388,k02-093-04-00,a,1.0
1389,k02-076-06-05,0,1.0
1390,k02-093-02-01,0,1.0
1391,k02-093-00-03,I,1.0
1392,k02-093-00-02,0,1.0
1393,k02-076-08-01,I,1.0
1394,a03-043-00-01,0,1.0
1395,a03-043-00-02,a,1.0
1396,k02-076-07-05,a,1.0
1397,k02-076-07-03,I,1.0
1398,k02-093-01-09,A,1.0
1399,k02-023-04-12,0,1.0
1400,k02-062-02-04,0,1.0
1401,k02-062-00-07,0,1.0
1402,k02-036-01-03,0,1.0
1403,k02-029-05-01,0,1.0
1404,a03-047-05-04,0,1.0
1405,k02-029-04-08,0,1.0
1406,k02-029-03-10,I,1.0
1407,k02-029-03-03,0,1.0
1408,a03-047-06-03,0,1.0
1409,k02-036-02-10,0,1.0
1410,k02-029-03-00,I,1.0
1411,k02-029-01-11,a,1.0
1412,k02-029-01-08,a,1.0
1413,k02-029-01-06,I,1.0
1414,a03-047-07-01,0,1.0
1415,k02-029-00-13,I,1.0
1416,k02-029-00-03,0,1.0
1417,a03-047-07-06,0,1.0
1418,k02-029-01-14,0,1.0
1419,k02-062-00-09,0,1.0
1420,k02-036-03-00,I,1.0
1421,k02-036-04-02,I,1.0
1422,k02-062-00-01,I,1.0
1423,k02-053-05-06,0,1.0
1424,k02-053-05-01,a,1.0
1425,k02-053-04-10,I,1.0
1426,a03-047-01-04,a,1.0
1427,k02-053-04-08,0,1.0
1428,k02-053-04-06,I,1.0
1429,k02-036-03-03,I,1.0
1430,k02-053-03-08,0,1.0
1431,a03-047-02-01,0,1.0
1432,k02-053-00-08,I,1.0
1433,k02-053-00-03,0,1.0
1434,k02-053-00-00,I,1.0
1435,k02-036-05-07,I,1.0
1436,k02-036-05-05,I,1.0
1437,k02-036-05-04,0,1.0
1438,k02-053-03-01,I,1.0
1439,k02-097-02-01,0,1.0
1440,j06-014-06-01,0,1.0
1441,j06-014-04-02,0,1.0
1442,j01-063-01-02,a,1.0
1443,a04-000-03-01,0,1.0
1444,j01-059-10-03,I,1.0
1445,a04-000-03-03,0,1.0
1446,j01-059-07-03,H,1.0
1447,j01-059-07-00,a,1.0
1448,a04-000-04-02,0,1.0
1449,j01-063-02-03,J,1.0
1450,j01-059-05-09,G,1.0
1451,j01-059-05-04,a,1.0
1452,j01-059-04-04,F,1.0
1453,j01-059-03-06,a,1.0
1454,j01-059-01-02,0,1.0
1455,j01-059-00-06,E,1.0
1456,j01-059-00-04,C,1.0
1457,j01-049-01-01,0,1.0
1458,j01-059-05-06,O,1.0
1459,j01-045-06-06,0,1.0
1460,j01-063-06-01,K,1.0
1461,j01-063-07-03,G,1.0
1462,j04-035-00-09,a,1.0
1463,j04-024-08-06,0,1.0
1464,j04-024-02-06,a,1.0
1465,a03-080-01-01,0,1.0
1466,a03-080-01-03,0,1.0
1467,j04-019-05-03,a,1.0
1468,a03-080-05-05,A,1.0
1469,j01-063-06-06,H,1.0
1470,j04-012-06-01,0,1.0
1471,j04-008-02-05,0,1.0
1472,j04-008-02-01,a,1.0
1473,j01-070-02-06,a,1.0
1474,j01-066-09-09,0,1.0
1475,j01-066-07-06,0,1.0
1476,j01-066-06-04,a,1.0
1477,j01-066-01-03,L,1.0
1478,j04-008-04-07,0,1.0
1479,a03-073-09-01,0,1.0
1480,j01-045-04-04,A,1.0
1481,j01-045-01-06,a,1.0
1482,h07-078-01-07,0,1.0
1483,a04-006-04-04,0,1.0
1484,h07-075a-00-05,0,1.0
1485,h07-075-06-03,0,1.0
1486,a04-006-07-02,0,1.0
1487,h07-075-05-04,a,1.0
1488,a04-006-07-05,0,1.0
1489,h07-078-03-02,0,1.0
1490,h07-075-05-01,a,1.0
1491,h07-075-00-05,0,1.0
1492,a04-006-09-02,0,1.0
1493,h07-071a-05-07,0,1.0
1494,a04-006-09-06,0,1.0
1495,h07-071a-05-03,0,1.0
1496,h07-071a-01-06,0,1.0
1497,h07-071a-00-03,0,1.0
1498,a04-006-08-01,0,1.0
1499,j01-045-03-07,a,1.0
1500,a04-006-03-07,0,1.0
1501,h07-078-06-01,0,1.0
1502,j01-045-01-01,a,1.0
1503,j01-045-00-08,a,1.0
1504,j01-042-03-02,0,1.0
1505,j01-042-00-08,a,1.0
1506,h07-087-01-01,0,1.0
1507,h07-087-00-05,E,1.0
1508,h07-087-00-03,D,1.0
1509,h07-078-05-01,0,1.0
1510,h07-087-00-02,0,1.0
1511,h07-084-03-09,a,1.0
1512,h07-084-03-05,0,1.0
1513,h07-080a-09-04,a,1.0
1514,h07-080-03-05,a,1.0
1515,a04-006-02-01,0,1.0
1516,h07-078-07-05,0,1.0
1517,h07-078-06-08,0,1.0
1518,h07-087-00-01,C,1.0
1519,j06-014-04-05,0,1.0
1520,j04-035-03-04,a,1.0
1521,a03-073-08-05,0,1.0
1522,j06-005-01-01,0,1.0
1523,j06-000-09-02,0,1.0
1524,j06-000-08-03,0,1.0
1525,j06-000-07-03,0,1.0
1526,j06-000-04-06,0,1.0
1527,j06-000-04-04,0,1.0
1528,a03-066-01-03,0,1.0
1529,j06-005-04-06,0,1.0
1530,j06-000-00-07,0,1.0
1531,j04-115-00-06,x,1.0
1532,a03-066-03-05,0,1.0
1533,j04-115-00-05,1,1.0
1534,a03-066-03-07,a,1.0
1535,j04-115-00-00,A,1.0
1536,j04-111-08-05,0,1.0
1537,j04-111-05-07,0,1.0
1538,j06-000-00-04,0,1.0
1539,j04-111-01-05,0,1.0
1540,j06-005-05-06,0,1.0
1541,j06-005-09-03,a,1.0
1542,a03-063-04-07,0,1.0
1543,j06-014-03-06,0,1.0
1544,j06-014-03-05,5,1.0
1545,j06-014-03-04,0,1.0
1546,j06-014-03-03,4,1.0
1547,j06-014-03-01,0,1.0
1548,j06-014-02-07,0,1.0
1549,a03-063-09-01,a,1.0
